"","X","word","pos","sentiment"
"2594",2594,"DEPRIVATION","noun",NA
"2595",2595,"DEPRIVE","verb","negative"
"2596",2596,"DEPTH","noun",NA
"2597",2597,"DEPUTY","noun",NA
"2598",2598,"DERBY","noun",NA
"2599",2599,"DERIDE","verb","negative"
"2600",2600,"DERISION","noun","negative"
"2601",2601,"DERISIVE","adjective","negative"
"2602",2602,"DERIVE","verb",NA
"2603",2603,"DEROGATORY","adjective","negative"
"2604",2604,"DESCEND","verb",NA
"2605",2605,"DESCENDANT","noun",NA
"2606",2606,"DESCRIBE","verb",NA
"2607",2607,"DESCRIPTION","noun",NA
"2608",2608,"DESCRIPTIVE","adjective",NA
"2609",2609,"DESCRY","verb","positive"
"2610",2610,"DESEGREGATION","noun",NA
"2611",2611,"DESERT","noun",NA
"2612",2612,"DESERT","verb","negative"
"2613",2613,"DESERT","noun",NA
"2614",2614,"DESERT","adjective","negative"
"2615",2615,"DESERTION","noun","negative"
"2616",2616,"DESERVE","verb","positive"
"2617",2617,"DESERVEDLY","adjective","positive"
"2618",2618,"DESIGN","noun",NA
"2619",2619,"DESIGN","verb",NA
"2620",2620,"DESIGNATE","adjective",NA
"2621",2621,"DESIGNATE","verb",NA
"2622",2622,"DESIGNER","noun",NA
"2623",2623,"DESIRABLE","adjective","positive"
"2624",2624,"DESIRE","noun",NA
"2625",2625,"DESIRE","verb",NA
"2626",2626,"DESIRE","adjective","negative"
"2627",2627,"DESIROUS","adjective","positive"
"2628",2628,"DESK","noun",NA
"2629",2629,"DESOLATE","adjective","negative"
"2630",2630,"DESOLATION","noun","negative"
"2631",2631,"DESPAIR","noun","negative"
"2632",2632,"DESPAIR","verb","negative"
"2633",2633,"DESPERATE","adjective","negative"
"2634",2634,"DESPERATION","noun","negative"
"2635",2635,"DESPICABLE","adjective","negative"
"2636",2636,"DESPISE","adjective","negative"
"2637",2637,"DESPISE","verb","negative"
"2638",2638,"DESPONDENT","adjective",NA
"2639",2639,"DESPOT","noun",NA
"2640",2640,"DESPOTISM","noun",NA
"2641",2641,"DESSERT","noun",NA
"2642",2642,"DESTINATION","noun",NA
"2643",2643,"DESTINE","verb",NA
"2644",2644,"DESTINY","noun",NA
"2645",2645,"DESTITUTE","adjective","negative"
"2646",2646,"DESTROY","verb","negative"
"2647",2647,"DESTROYER","noun",NA
"2648",2648,"DESTRUCT","verb",NA
"2649",2649,"DESTRUCTION","noun","negative"
"2650",2650,"DESTRUCTIVE","adjective","negative"
"2651",2651,"DETACH","verb",NA
"2652",2652,"DETACHMENT","noun","negative"
"2653",2653,"DETAIL","noun",NA
"2654",2654,"DETAIN","verb","negative"
"2655",2655,"DETECT","adjective",NA
"2656",2656,"DETECT","verb",NA
"2657",2657,"DETECTION","noun",NA
"2658",2658,"DETECTIVE","noun",NA
"2659",2659,"DETER","verb","negative"
"2660",2660,"DETERMINATION","noun",NA
"2661",2661,"DETERMINE","verb",NA
"2662",2662,"DETERMINE","adjective",NA
"2663",2663,"DETERMINE","adjective",NA
"2664",2664,"DETERMINISTIC","adjective",NA
"2665",2665,"DETERRED","verb",NA
"2666",2666,"DETERRENT","noun","negative"
"2667",2667,"DETEST","verb","negative"
"2668",2668,"DETESTABLE","adjective","negative"
"2669",2669,"DETRACT","verb","negative"
"2670",2670,"DETRIMENTAL","adjective","negative"
"2671",2671,"DEVASTATE","verb","negative"
"2672",2672,"DEVASTATION","noun","negative"
"2673",2673,"DEVELOP","verb",NA
"2674",2674,"DEVELOPMENT","noun",NA
"2675",2675,"DEVIANT","noun",NA
"2676",2676,"DEVIATE","verb","negative"
"2677",2677,"DEVIATION","noun","negative"
"2678",2678,"DEVICE","noun",NA
"2679",2679,"DEVIL","noun","negative"
"2680",2680,"DEVILISH","adjective","negative"
"2681",2681,"DEVIOUS","adjective","negative"
"2682",2682,"DEVISE","verb",NA
"2683",2683,"DEVOID","adjective","negative"
"2684",2684,"DEVOLVE","verb",NA
"2685",2685,"DEVOTE","verb","positive"
"2686",2686,"DEVOTE","adjective","positive"
"2687",2687,"DEVOTION","noun","positive"
"2688",2688,"DEVOUT","adjective","positive"
"2689",2689,"DEXTERITY","noun","positive"
"2690",2690,"DIABOLIC","adjective","negative"
"2691",2691,"DIABOLICAL","adjective","negative"
"2692",2692,"DIAGNOSIS","noun",NA
"2693",2693,"DIALECT","noun",NA
"2694",2694,"DIALOGUE","noun",NA
"2695",2695,"DIAMETER","noun",NA
"2696",2696,"DICE","noun",NA
"2697",2697,"DICTATE","verb","negative"
"2698",2698,"DICTATOR","noun",NA
"2699",2699,"DICTATORIAL","adjective","negative"
"2700",2700,"DICTATORSHIP","noun",NA
"2701",2701,"DICTION","noun",NA
"2702",2702,"DICTIONARY","noun",NA
"2703",2703,"DID","verb",NA
"2704",2704,"DIE","verb",NA
"2705",2705,"DIET","noun",NA
"2706",2706,"DIET","verb",NA
"2707",2707,"DIFFER","verb","negative"
"2708",2708,"DIFFERENCE","noun",NA
"2709",2709,"DIFFERENT","adjective",NA
"2710",2710,"DIFFERENTIAL","adjective",NA
"2711",2711,"DIFFERENTIATE","verb",NA
"2712",2712,"DIFFICULT","adjective","negative"
"2713",2713,"DIFFICULTY","noun","negative"
"2714",2714,"DIG","verb","positive"
"2715",2715,"DIG","verb",NA
"2716",2716,"DIGITAL","noun",NA
"2717",2717,"DIGNIFIED","adjective","positive"
"2718",2718,"DIGNIFY","verb","positive"
"2719",2719,"DIGNITY","noun","positive"
"2720",2720,"DILEMMA","noun","negative"
"2721",2721,"DILIGENCE","noun",NA
"2722",2722,"DILIGENT","adjective","positive"
"2723",2723,"DIM","adjective","negative"
"2724",2724,"DIM","verb","negative"
"2725",2725,"DIMENSION","noun",NA
"2726",2726,"DIMINISH","verb",NA
"2727",2727,"DIN","noun","negative"
"2728",2728,"DING","verb",NA
"2729",2729,"DINNER","noun",NA
"2730",2730,"DIP","verb",NA
"2731",2731,"DIPLOMACY","noun",NA
"2732",2732,"DIPLOMATIC","adjective",NA
"2733",2733,"DIPPER","noun",NA
"2734",2734,"DIRE","adjective","negative"
"2735",2735,"DIRECT","verb",NA
"2736",2736,"DIRECT","adjective",NA
"2737",2737,"DIRECTION","noun",NA
"2738",2738,"DIRECTION","noun",NA
"2739",2739,"DIRECTOR","noun",NA
"2740",2740,"DIRT","noun","negative"
"2741",2741,"DIRTY","adjective","negative"
"2742",2742,"DISABILITY","noun",NA
"2743",2743,"DISABLE","verb","negative"
"2744",2744,"DISADVANTAGE","noun","negative"
"2745",2745,"DISADVANTAGEOUS","adjective","negative"
"2746",2746,"DISAGREE","verb",NA
"2747",2747,"DISAGREEABLE","adjective","negative"
"2748",2748,"DISAGREEMENT","noun","negative"
"2749",2749,"DISAPPEAR","verb",NA
"2750",2750,"DISAPPEARANCE","noun",NA
"2751",2751,"DISAPPOINT","adjective","negative"
"2752",2752,"DISAPPOINT","adjective","negative"
"2753",2753,"DISAPPOINT","verb","negative"
"2754",2754,"DISAPPOINT","adjective","negative"
"2755",2755,"DISAPPOINTMENT","noun","negative"
"2756",2756,"DISAPPROVAL","noun","negative"
"2757",2757,"DISAPPROVE","verb","negative"
"2758",2758,"DISARM","verb","negative"
"2759",2759,"DISARMAMENT","noun",NA
"2760",2760,"DISASTER","noun","negative"
"2761",2761,"DISASTROUS","adjective","negative"
"2762",2762,"DISAVOW","verb","negative"
"2763",2763,"DISAVOWAL","noun","negative"
"2764",2764,"DISBELIEF","noun","negative"
"2765",2765,"DISC","noun",NA
"2766",2766,"DISCARD","adjective",NA
"2767",2767,"DISCARD","verb",NA
"2768",2768,"DISCERN","verb","positive"
"2769",2769,"DISCERNIBLE","adjective",NA
"2770",2770,"DISCHARGE","noun","negative"
"2771",2771,"DISCHARGE","verb","negative"
"2772",2772,"DISCIPLE","noun",NA
"2773",2773,"DISCIPLINE","noun",NA
"2774",2774,"DISCIPLINE","verb",NA
"2775",2775,"DISCIPLINE","adjective",NA
"2776",2776,"DISCLAIM","verb","negative"
"2777",2777,"DISCLOSE","adjective",NA
"2778",2778,"DISCLOSE","verb",NA
"2779",2779,"DISCLOSURE","noun",NA
"2780",2780,"DISCOMFORT","noun","negative"
"2781",2781,"DISCONCERTED","adjective","negative"
"2782",2782,"DISCONTENT","adjective","negative"
"2783",2783,"DISCONTINUE","adjective",NA
"2784",2784,"DISCONTINUE","verb",NA
"2785",2785,"DISCORD","adjective","negative"
"2786",2786,"DISCORDANT","adjective","negative"
"2787",2787,"DISCOUNT","noun",NA
"2788",2788,"DISCOUNT","verb",NA
"2789",2789,"DISCOURAGE","adjective","negative"
"2790",2790,"DISCOURAGE","verb","negative"
"2791",2791,"DISCOURAGEMENT","noun","negative"
"2792",2792,"DISCOURSE","noun",NA
"2793",2793,"DISCOVER","verb",NA
"2794",2794,"DISCOVERY","noun",NA
"2795",2795,"DISCREDIT","verb","negative"
"2796",2796,"DISCREET","adjective","positive"
"2797",2797,"DISCREPANCY","noun",NA
"2798",2798,"DISCREPANT","adjective","negative"
"2799",2799,"DISCRETION","noun","positive"
"2800",2800,"DISCRIMINATE","verb","negative"
"2801",2801,"DISCRIMINATION","noun",NA
"2802",2802,"DISCRIMINATORY","adjective",NA
"2803",2803,"DISCUSS","verb","positive"
"2804",2804,"DISCUSSION","noun",NA
"2805",2805,"DISDAIN","noun","negative"
"2806",2806,"DISEASE","noun","negative"
"2807",2807,"DISEASED","adjective","negative"
"2808",2808,"DISGRACE","noun","negative"
"2809",2809,"DISGUISE","noun","negative"
"2810",2810,"DISGUST","noun","negative"
"2811",2811,"DISGUST","verb","negative"
"2812",2812,"DISGUST","adjective","negative"
"2813",2813,"DISGUST","adjective","negative"
"2814",2814,"DISH","noun",NA
"2815",2815,"DISH","verb",NA
"2816",2816,"DISHEARTEN","adjective","negative"
"2817",2817,"DISHONEST","adjective","negative"
"2818",2818,"DISHONOR","verb","negative"
"2819",2819,"DISILLUSION","noun",NA
"2820",2820,"DISINGENUOUS","adjective","negative"
"2821",2821,"DISINTEREST","noun","negative"
"2822",2822,"DISLIKE","verb","negative"
"2823",2823,"DISLIKE","adjective","negative"
"2824",2824,"DISMAL","adjective","negative"
"2825",2825,"DISMAY","noun",NA
"2826",2826,"DISMISS","adjective","negative"
"2827",2827,"DISMISS","verb","negative"
"2828",2828,"DISOBEDIENCE","noun","negative"
"2829",2829,"DISOBEDIENT","adjective","negative"
"2830",2830,"DISORDER","noun","negative"
"2831",2831,"DISORGANIZED","adjective","negative"
"2832",2832,"DISPEL","verb","negative"
"2833",2833,"DISPENSABILITY","noun","negative"
"2834",2834,"DISPENSE","verb","negative"
"2835",2835,"DISPERSE","verb",NA
"2836",2836,"DISPLACE","verb","negative"
"2837",2837,"DISPLACEMENT","noun",NA
"2838",2838,"DISPLAY","noun",NA
"2839",2839,"DISPLAY","verb",NA
"2840",2840,"DISPLEASE","verb","negative"
"2841",2841,"DISPLEASURE","noun","negative"
"2842",2842,"DISPOSAL","noun","negative"
"2843",2843,"DISPOSE","adjective","negative"
"2844",2844,"DISPOSE","verb","negative"
"2845",2845,"DISPOSITION","noun",NA
"2846",2846,"DISPROPORTIONATE","adjective","negative"
"2847",2847,"DISPROVE","verb","negative"
"2848",2848,"DISPUTABLE","adjective","negative"
"2849",2849,"DISPUTE","noun","negative"
"2850",2850,"DISPUTE","verb","negative"
"2851",2851,"DISREGARD","verb","negative"
"2852",2852,"DISRUPT","verb","negative"
"2853",2853,"DISRUPTION","noun","negative"
"2854",2854,"DISRUPTIVE","adjective",NA
"2855",2855,"DISSATISFACTION","noun","negative"
"2856",2856,"DISSATISFIED","adjective","negative"
"2857",2857,"DISSATISFY","verb","negative"
"2858",2858,"DISSEMINATION","noun",NA
"2859",2859,"DISSENSION","noun",NA
"2860",2860,"DISSENT","noun","negative"
"2861",2861,"DISSENTION","noun","negative"
"2862",2862,"DISSIMILAR","adjective",NA
"2863",2863,"DISSOLUTION","noun","negative"
"2864",2864,"DISSOLVE","adjective",NA
"2865",2865,"DISSOLVE","verb",NA
"2866",2866,"DISTANCE","noun",NA
"2867",2867,"DISTANT","adjective",NA
"2868",2868,"DISTINCT","adjective","positive"
"2869",2869,"DISTINCTION","noun","positive"
"2870",2870,"DISTINCTIVE","adjective","positive"
"2871",2871,"DISTINGIUSH","adjective",NA
"2872",2872,"DISTINGIUSH","verb",NA
"2873",2873,"DISTINGUISH","adjective","positive"
"2874",2874,"DISTINGUISH","verb","positive"
"2875",2875,"DISTINGUISHED","adjective","positive"
"2876",2876,"DISTORT","verb","negative"
"2877",2877,"DISTORTION","noun","negative"
"2878",2878,"DISTRACT","verb","negative"
"2879",2879,"DISTRACTING","adjective","negative"
"2880",2880,"DISTRACTION","noun","negative"
"2881",2881,"DISTRESS","noun","negative"
"2882",2882,"DISTRESS","verb","negative"
"2883",2883,"DISTRIBUTE","verb",NA
"2884",2884,"DISTRIBUTION","noun",NA
"2885",2885,"DISTRIBUTOR","noun",NA
"2886",2886,"DISTRICT","noun",NA
"2887",2887,"DISTRUST","noun",NA
"2888",2888,"DISTRUSTFUL","adjective","negative"
"2889",2889,"DISTURB","verb","negative"
"2890",2890,"DISTURB","adjective","negative"
"2891",2891,"DISTURB","adjective","negative"
"2892",2892,"DISTURBANCE","noun","negative"
"2893",2893,"DISUNION","noun",NA
"2894",2894,"DISUNITY","noun",NA
"2895",2895,"DITCH","noun",NA
"2896",2896,"DITCH","verb",NA
"2897",2897,"DIURNAL","adjective",NA
"2898",2898,"DIVE","verb",NA
"2899",2899,"DIVER","noun",NA
"2900",2900,"DIVERSION","noun","negative"
"2901",2901,"DIVERSITY","noun",NA
"2902",2902,"DIVERT","verb","negative"
"2903",2903,"DIVIDE","verb","negative"
"2904",2904,"DIVIDE","adjective","negative"
"2905",2905,"DIVINE","adjective","positive"
"2906",2906,"DIVINE","verb","positive"
"2907",2907,"DIVINITY","noun","positive"
"2908",2908,"DIVISION","noun","negative"
"2909",2909,"DIVORCE","noun","negative"
"2910",2910,"DIVORCE","verb","negative"
"2911",2911,"DIVORCE","adjective","negative"
"2912",2912,"DIZZY","adjective","negative"
"2913",2913,"DO","verb",NA
"2914",2914,"DO","verb",NA
"2915",2915,"DO","verb",NA
"2916",2916,"DO","verb",NA
"2917",2917,"DOCTOR","noun",NA
"2918",2918,"DOCTOR","verb",NA
"2919",2919,"DOCTRINE","noun",NA
"2920",2920,"DOCUMENT","noun",NA
"2921",2921,"DOER","noun",NA
"2922",2922,"DOG","noun",NA
"2923",2923,"DOGMA","noun",NA
"2924",2924,"DOGMATISM","noun",NA
"2925",2925,"DOLDRUMS","noun","negative"
"2926",2926,"DOLL","noun",NA
"2927",2927,"DOLLAR","noun",NA
"2928",2928,"DOLLY","noun",NA
"2929",2929,"DOMAIN","noun",NA
"2930",2930,"DOMESTIC","adjective",NA
"2931",2931,"DOMINANCE","noun","positive"
"2932",2932,"DOMINANT","adjective",NA
"2933",2933,"DOMINATE","verb","negative"
"2934",2934,"DOMINATE","adjective","negative"
"2935",2935,"DOMINATE","adjective","negative"
"2936",2936,"DOMINATION","noun","negative"
"2937",2937,"DOMINICAN","noun",NA
"2938",2938,"DOMINICAN-REPUBLIC","noun",NA
"2939",2939,"DOMINION","noun",NA
"2940",2940,"DON'T","verb",NA
"2941",2941,"DONATE","verb","positive"
"2942",2942,"DONATION","noun","positive"
"2943",2943,"DONE","verb",NA
"2944",2944,"DOOM","noun","negative"
"2945",2945,"DOOM","verb","negative"
"2946",2946,"DOOMSDAY","noun","negative"
"2947",2947,"DOOR","adjective",NA
"2948",2948,"DOOR","noun",NA
"2949",2949,"DOORWAY","noun",NA
"2950",2950,"DOPE","noun","negative"
"2951",2951,"DOTE","verb","positive"
"2952",2952,"DOUBLE","adjective",NA
"2953",2953,"DOUBLE","verb",NA
"2954",2954,"DOUBLE","noun","negative"
"2955",2955,"DOUBLE","noun","negative"
"2956",2956,"DOUBLE","verb",NA
"2957",2957,"DOUBLE","noun",NA
"2958",2958,"DOUBT","noun","negative"
"2959",2959,"DOUBT","verb","negative"
"2960",2960,"DOUBT","adjective","negative"
"2961",2961,"DOUBTFUL","adjective","negative"
"2962",2962,"DOWNCAST","adjective","negative"
"2963",2963,"DOWNFALL","noun","negative"
"2964",2964,"DOWNHEARTED","adjective","negative"
"2965",2965,"DOWNTOWN","noun",NA
"2966",2966,"DR","adjective",NA
"2967",2967,"DR.","adjective",NA
"2968",2968,"DRAB","adjective","negative"
"2969",2969,"DRAFT","noun",NA
"2970",2970,"DRAFT","verb",NA
"2971",2971,"DRAG","verb","negative"
"2972",2972,"DRAIN","noun",NA
"2973",2973,"DRAIN","verb",NA
"2974",2974,"DRAMA","noun",NA
"2975",2975,"DRAMATIC","adjective",NA
"2976",2976,"DRANK","verb",NA
"2977",2977,"DRASTIC","adjective",NA
"2978",2978,"DRAW","verb",NA
"2979",2979,"DRAW","verb",NA
"2980",2980,"DRAW","verb",NA
"2981",2981,"DRAW","verb",NA
"2982",2982,"DRAW","noun",NA
"2983",2983,"DREAD","verb","negative"
"2984",2984,"DREADFUL","adjective","negative"
"2985",2985,"DREAM","noun",NA
"2986",2986,"DREAM","verb",NA
"2987",2987,"DREAMER","noun",NA
"2988",2988,"DREAMER","noun",NA
"2989",2989,"DREAMT","verb",NA
"2990",2990,"DREARY","adjective","negative"
"2991",2991,"DRESS","noun",NA
"2992",2992,"DRESS","verb",NA
"2993",2993,"DRESS","adjective",NA
"2994",2994,"DRESS","noun",NA
"2995",2995,"DRESSER","noun",NA
"2996",2996,"DREW","verb",NA
"2997",2997,"DRIFT","noun",NA
"2998",2998,"DRIFT","verb",NA
"2999",2999,"DRIFTER","noun",NA
"3000",3000,"DRILL","noun",NA
"3001",3001,"DRILL","verb",NA
"3002",3002,"DRINK","noun",NA
"3003",3003,"DRINK","verb",NA
"3004",3004,"DRINK","noun",NA
"3005",3005,"DRINKER","noun",NA
"3006",3006,"DRIP","noun",NA
"3007",3007,"DRIP","verb",NA
"3008",3008,"DRIVE","verb",NA
"3009",3009,"DRIVE","verb","negative"
"3010",3010,"DRIVE","noun",NA
"3011",3011,"DRIVE","noun",NA
"3012",3012,"DRIVE","noun",NA
"3013",3013,"DRIVE","noun",NA
"3014",3014,"DRIVE-IN","noun",NA
"3015",3015,"DRIVEN","verb",NA
"3016",3016,"DRIVER","noun",NA
"3017",3017,"DRIVEWAY","noun",NA
"3018",3018,"DRIZZLE","noun",NA
"3019",3019,"DRIZZLE","verb",NA
"3020",3020,"DROOP","verb","negative"
"3021",3021,"DROP","noun","negative"
"3022",3022,"DROP","noun",NA
"3023",3023,"DROP","verb","negative"
"3024",3024,"DROP","verb","negative"
"3025",3025,"DROUGHT","noun","negative"
"3026",3026,"DROVE","verb",NA
"3027",3027,"DROVE","noun",NA
"3028",3028,"DROWN","noun","negative"
"3029",3029,"DROWN","verb","negative"
"3030",3030,"DROWSINESS","noun","negative"
"3031",3031,"DROWSY","adjective","negative"
"3032",3032,"DRUG","noun",NA
"3033",3033,"DRUM","noun",NA
"3034",3034,"DRUNK","adjective","negative"
"3035",3035,"DRUNK","noun","negative"
"3036",3036,"DRUNK","verb",NA
"3037",3037,"DRUNKARD","noun","negative"
"3038",3038,"DRUNKEN","adjective","negative"
"3039",3039,"DRY","noun",NA
"3040",3040,"DRY","verb",NA
"3041",3041,"DRYER","noun",NA
"3042",3042,"DUAL","adjective",NA
"3043",3043,"DUBIOUS","adjective","negative"
"3044",3044,"DUCT","noun",NA
"3045",3045,"DUE","adjective",NA
"3046",3046,"DUE","adjective",NA
"3047",3047,"DUE","noun",NA
"3048",3048,"DUE","adjective",NA
"3049",3049,"DUE","noun",NA
"3050",3050,"DULL","adjective","negative"
"3051",3051,"DUMB","adjective","negative"
"3052",3052,"DUMP","noun","negative"
"3053",3053,"DUMP","verb","negative"
"3054",3054,"DUNCE","noun","negative"
"3055",3055,"DUNGEON","noun","negative"
"3056",3056,"DUPLICATION","noun",NA
"3057",3057,"DURABILITY","noun","positive"
"3058",3058,"DURABLE","adjective","positive"
"3059",3059,"DURATION","noun",NA
"3060",3060,"DUSK","noun",NA
"3061",3061,"DUST","noun",NA
"3062",3062,"DUSTY","adjective",NA
"3063",3063,"DUTY","noun","negative"
"3064",3064,"DWELL","verb",NA
"3065",3065,"DWELLING","noun",NA
"3066",3066,"DWINDLE","verb","negative"
"3067",3067,"DYING","verb","negative"
"3068",3068,"DYING","adjective","negative"
"3069",3069,"DYNAMIC","adjective","positive"
"3070",3070,"DYNAMISM","noun",NA
"3071",3071,"DYNASTY","noun",NA
"3072",3072,"EACH","adjective",NA
"3073",3073,"EAGER","adjective","positive"
"3074",3074,"EAGERNESS","noun","positive"
"3075",3075,"EAGLE","noun",NA
"3076",3076,"EAR","noun",NA
"3077",3077,"EAR","noun",NA
"3078",3078,"EAR","verb",NA
"3079",3079,"EARLIEST","adjective",NA
"3080",3080,"EARLY","adjective",NA
"3081",3081,"EARN","verb",NA
"3082",3082,"EARN","noun",NA
"3083",3083,"EARN","noun",NA
"3084",3084,"EARNER","noun",NA
"3085",3085,"EARNEST","adjective","positive"
"3086",3086,"EARNESTNESS","noun","positive"
"3087",3087,"EARTH","noun",NA
"3088",3088,"EARTH","adjective",NA
"3089",3089,"EARTHQUAKE","noun",NA
"3090",3090,"EASE","noun","positive"
"3091",3091,"EASE","verb","positive"
"3092",3092,"EASIEST","adjective",NA
"3093",3093,"EAST","noun",NA
"3094",3094,"EAST-GERMANY","noun",NA
"3095",3095,"EAST-WEST","adjective",NA
"3096",3096,"EASTER","noun",NA
"3097",3097,"EASTERN","adjective",NA
"3098",3098,"EASTERN-EUROPE","noun",NA
"3099",3099,"EASTERNER","noun",NA
"3100",3100,"EASY","adjective","positive"
"3101",3101,"EASY","adjective","positive"
"3102",3102,"EASY","adjective","positive"
"3103",3103,"EASY","adjective","positive"
"3104",3104,"EAT","verb",NA
"3105",3105,"EAT","noun",NA
"3106",3106,"EATER","noun",NA
"3107",3107,"ECCENTRIC","adjective","negative"
"3108",3108,"ECCENTRICITY","noun","negative"
"3109",3109,"ECCLESIASTICAL","adjective",NA
"3110",3110,"ECHO","noun",NA
"3111",3111,"ECHO","verb",NA
"3112",3112,"ECONOMIC","adjective",NA
"3113",3113,"ECONOMICAL","adjective",NA
"3114",3114,"ECONOMICS","noun",NA
"3115",3115,"ECONOMIST","noun",NA
"3116",3116,"ECONOMIZE","verb","positive"
"3117",3117,"ECONOMY","noun",NA
"3118",3118,"ECSC","noun",NA
"3119",3119,"ECSTASY","noun","positive"
"3120",3120,"ECSTATIC","adjective","positive"
"3121",3121,"ECUADOR","noun",NA
"3122",3122,"ECUMENICAL","adjective",NA
"3123",3123,"EDC","noun",NA
"3124",3124,"EDGE","noun",NA
"3125",3125,"EDGE","verb",NA
"3126",3126,"EDGE","noun",NA
"3127",3127,"EDGE","adjective","negative"
"3128",3128,"EDIBLE","adjective","positive"
"3129",3129,"EDINBURGH","noun",NA
"3130",3130,"EDITION","noun",NA
"3131",3131,"EDITOR","noun",NA
"3132",3132,"EDITORIAL","noun",NA
"3133",3133,"EDUCATE","verb",NA
"3134",3134,"EDUCATED","adjective","positive"
"3135",3135,"EDUCATED","verb",NA
"3136",3136,"EDUCATION","noun","positive"
"3137",3137,"EDUCATIONAL","adjective","positive"
"3138",3138,"EDUCATOR","noun",NA
"3139",3139,"EEC","noun",NA
"3140",3140,"EFFECT","noun",NA
"3141",3141,"EFFECT","verb",NA
"3142",3142,"EFFECT","noun",NA
"3143",3143,"EFFECT","adjective",NA
"3144",3144,"EFFECT","noun",NA
"3145",3145,"EFFECTIVE","adjective","positive"
"3146",3146,"EFFECTIVENESS","noun","positive"
"3147",3147,"EFFICACY","noun","positive"
"3148",3148,"EFFICIENCY","noun","positive"
"3149",3149,"EFFICIENT","adjective","positive"
"3150",3150,"EFFORT","noun",NA
"3151",3151,"EFTA","noun",NA
"3152",3152,"EGG","noun",NA
"3153",3153,"EGO","noun",NA
"3154",3154,"EGOTISTICAL","adjective","negative"
"3155",3155,"EGYPT","noun",NA
"3156",3156,"EIGHTH","adjective",NA
"3157",3157,"EITHER","adjective",NA
"3158",3158,"EL-SALVADOR","noun",NA
"3159",3159,"ELABORATE","verb","positive"
"3160",3160,"ELABORATION","noun","positive"
"3161",3161,"ELAPSE","adjective",NA
"3162",3162,"ELAPSE","verb",NA
"3163",3163,"ELASTIC","adjective",NA
"3164",3164,"ELASTICITY","noun",NA
"3165",3165,"ELATE","noun","positive"
"3166",3166,"ELDER","noun",NA
"3167",3167,"ELDER","adjective",NA
"3168",3168,"ELDERLY","adjective",NA
"3169",3169,"ELDEST","adjective",NA
"3170",3170,"ELECT","verb",NA
"3171",3171,"ELECT","adjective",NA
"3172",3172,"ELECTION","noun",NA
"3173",3173,"ELECTOR","noun",NA
"3174",3174,"ELECTORAL","adjective",NA
"3175",3175,"ELECTRIC","adjective",NA
"3176",3176,"ELECTRICAL","adjective",NA
"3177",3177,"ELECTRICITY","noun",NA
"3178",3178,"ELECTRON","noun",NA
"3179",3179,"ELECTRONIC","adjective",NA
"3180",3180,"ELECTRONICS","noun",NA
"3181",3181,"ELEGANCE","noun","positive"
"3182",3182,"ELEGANT","adjective","positive"
"3183",3183,"ELEMENT","noun",NA
"3184",3184,"ELEMENTAL","adjective",NA
"3185",3185,"ELEMENTARY","adjective",NA
"3186",3186,"ELEPHANT","noun",NA
"3187",3187,"ELEVATE","adjective",NA
"3188",3188,"ELEVATE","verb",NA
"3189",3189,"ELEVATOR","noun",NA
"3190",3190,"ELIGIBLE","adjective",NA
"3191",3191,"ELIMINATE","verb","negative"
"3192",3192,"ELIMINATION","noun","negative"
"3193",3193,"ELITE","noun",NA
"3194",3194,"ELITISM","noun",NA
"3195",3195,"ELONGATED","adjective",NA
"3196",3196,"ELOQUENT","adjective","positive"
"3197",3197,"EMANCIPATION","noun",NA
"3198",3198,"EMASCULATE","verb",NA
"3199",3199,"EMBARK","verb",NA
"3200",3200,"EMBARRASS","verb","negative"
"3201",3201,"EMBARRASSED","adjective",NA
"3202",3202,"EMBARRASSMENT","noun","negative"
"3203",3203,"EMBASSY","noun",NA
"3204",3204,"EMBELLISH","verb","positive"
"3205",3205,"EMBITTER","verb",NA
"3206",3206,"EMBODY","verb",NA
"3207",3207,"EMBRACE","noun","positive"
"3208",3208,"EMBRACE","verb","positive"
"3209",3209,"EMERGE","adjective",NA
"3210",3210,"EMERGE","verb",NA
"3211",3211,"EMERGENCY","noun","negative"
"3212",3212,"EMINENCE","noun","positive"
"3213",3213,"EMINENT","adjective","positive"
"3214",3214,"EMISSARY","noun",NA
"3215",3215,"EMOTION","noun",NA
"3216",3216,"EMOTIONAL","adjective",NA
"3217",3217,"EMOTIONAL","adjective",NA
"3218",3218,"EMPATHY","noun","positive"
"3219",3219,"EMPEROR","noun",NA
"3220",3220,"EMPHASIS","noun",NA
"3221",3221,"EMPHASIZE","verb",NA
"3222",3222,"EMPHATIC","adjective",NA
"3223",3223,"EMPIRE","noun",NA
"3224",3224,"EMPIRICAL","adjective",NA
"3225",3225,"EMPLOY","verb",NA
"3226",3226,"EMPLOYEE","noun",NA
"3227",3227,"EMPLOYER","noun",NA
"3228",3228,"EMPLOYMENT","noun",NA
"3229",3229,"EMPOWER","verb","positive"
"3230",3230,"EMPOWERMENT","noun","positive"
"3231",3231,"EMPTY","adjective","negative"
"3232",3232,"EMPTY","verb","negative"
"3233",3233,"ENABLE","verb","positive"
"3234",3234,"ENACT","verb",NA
"3235",3235,"ENACTMENT","noun",NA
"3236",3236,"ENCHANT","adjective","positive"
"3237",3237,"ENCHANT","verb","positive"
"3238",3238,"ENCHANTMENT","noun","positive"
"3239",3239,"ENCLOSE","adjective",NA
"3240",3240,"ENCLOSE","verb",NA
